,size,max_weight,min_weight,mean_weight,max_singular_value,min_singular_value_90,sum_singular_values_90,num_rank_90,rank90_ratio,compression_factor,top_r,avg_p1_error,relative_p1_error,p2_error
layers.15.mlp.down_proj.weight,"[4096, 11008]",0.62890625,-1.0625,-3.31E-06,5.768622398,1.131934047,6589.28036,3297,0.804931641,0.33,985,0.010177494,69.88599464,86.06581116
layers.16.self_attn.q_proj.weight,"[4096, 4096]",0.7578125,-1,-2.47E-07,12.96548843,0.602910221,4064.790391,2472,0.603515625,0.33,675,0.010213722,56.53364635,53.34790421
layers.16.self_attn.k_proj.weight,"[4096, 4096]",0.2734375,-0.2890625,1.19E-07,14.67752266,0.619711339,4174.309208,2482,0.605957031,0.33,675,0.010570006,57.34801695,55.17835999
layers.16.self_attn.v_proj.weight,"[4096, 4096]",0.2421875,-0.206054688,-1.85E-06,2.83515954,0.50523591,3158.457859,2669,0.651611328,0.33,675,0.00890243,68.94472974,45.85386276
layers.16.self_attn.o_proj.weight,"[4096, 4096]",0.39453125,-0.42578125,-4.78E-07,5.012319565,0.498280168,3114.705625,2640,0.64453125,0.33,675,0.008856593,69.20402045,45.60907364
layers.16.mlp.gate_proj.weight,"[11008, 4096]",0.369140625,-0.474609375,-2.01E-05,13.48286819,1.122523189,6744.124993,3246,0.792480469,0.33,985,0.010168153,67.13251889,85.91680145
layers.16.mlp.up_proj.weight,"[11008, 4096]",0.365234375,-0.462890625,-4.42E-07,7.069870949,1.147046328,6683.291651,3281,0.801025391,0.33,985,0.010347692,69.91802775,87.37213135
layers.16.mlp.down_proj.weight,"[4096, 11008]",0.474609375,-0.76953125,-2.12E-06,5.469715118,1.148733616,6626.606301,3304,0.806640625,0.33,985,0.010352862,71.10108784,87.40998077
layers.17.self_attn.q_proj.weight,"[4096, 4096]",0.9453125,-0.796875,6.13E-06,12.8994751,0.636695325,4179.502479,2520,0.615234375,0.33,675,0.010918962,60.45424685,57.03992081
layers.17.self_attn.k_proj.weight,"[4096, 4096]",0.279296875,-0.306640625,8.07E-06,14.37312794,0.647233367,4249.775348,2525,0.616455078,0.33,675,0.011098905,60.4621489,57.94435501
layers.17.self_attn.v_proj.weight,"[4096, 4096]",0.213867188,-0.196289063,-7.98E-06,2.890080214,0.514430404,3177.302473,2689,0.656494141,0.33,675,0.00904941,70.22217912,46.60574722
layers.17.self_attn.o_proj.weight,"[4096, 4096]",0.498046875,-0.490234375,1.25E-05,5.453084469,0.50860548,3147.033394,2676,0.653320313,0.33,675,0.00898634,70.16753802,46.25296783
layers.17.mlp.gate_proj.weight,"[11008, 4096]",0.34375,-0.404296875,-5.05E-05,13.92101574,1.139291525,6815.156233,3246,0.792480469,0.33,985,0.01030474,67.31264634,87.0389328
layers.17.mlp.up_proj.weight,"[11008, 4096]",0.33984375,-0.2734375,3.33E-07,6.525723934,1.146304488,6660.788879,3277,0.800048828,0.33,985,0.010332928,70.03559192,87.18109894
layers.17.mlp.down_proj.weight,"[4096, 11008]",0.546875,-1.1484375,-3.92E-06,5.432235718,1.149148703,6622.500947,3297,0.804931641,0.33,985,0.010378319,71.30361599,87.56315613
layers.18.self_attn.q_proj.weight,"[4096, 4096]",0.6796875,-0.7734375,-2.91E-07,12.99688339,0.647754371,4172.049616,2553,0.623291016,0.33,675,0.011111172,62.67579833,58.03838348
layers.18.self_attn.k_proj.weight,"[4096, 4096]",0.3125,-0.3125,-5.63E-06,14.07073021,0.665590942,4270.823442,2563,0.625732422,0.33,675,0.011439465,63.49751004,59.7386322
layers.18.self_attn.v_proj.weight,"[4096, 4096]",0.202148438,-0.224609375,4.78E-06,2.888507843,0.541902721,3334.10919,2693,0.657470703,0.33,675,0.009516004,70.55942844,49.0179863
layers.18.self_attn.o_proj.weight,"[4096, 4096]",0.56640625,-0.55859375,-4.29E-06,5.43772459,0.540211201,3300.934849,2704,0.66015625,0.33,675,0.009470031,71.1443641,48.76814651
layers.18.mlp.gate_proj.weight,"[11008, 4096]",0.369140625,-0.357421875,-4.09E-05,13.56250572,1.163905621,6917.236974,3253,0.794189453,0.33,985,0.010530939,68.13791813,88.94200897
layers.18.mlp.up_proj.weight,"[11008, 4096]",0.326171875,-0.169921875,1.47E-06,6.065442085,1.150076509,6660.88385,3282,0.801269531,0.33,985,0.010382098,70.56101667,87.55175781
layers.18.mlp.down_proj.weight,"[4096, 11008]",0.65625,-1.1015625,-2.51E-06,5.389955044,1.149842739,6619.202622,3303,0.806396484,0.33,985,0.010371187,71.31162495,87.46871948
layers.19.self_attn.q_proj.weight,"[4096, 4096]",0.66796875,-0.71875,-3.98E-06,12.79369354,0.62211597,4053.673954,2533,0.618408203,0.33,675,0.010655815,61.09875719,55.73258591
layers.19.self_attn.k_proj.weight,"[4096, 4096]",0.2890625,-0.298828125,-8.36E-06,14.21688652,0.628972709,4108.475855,2534,0.618652344,0.33,675,0.010800295,61.11292745,56.40557861
layers.19.self_attn.v_proj.weight,"[4096, 4096]",0.223632813,-0.138671875,-1.47E-06,2.742966652,0.536728621,3338.356795,2684,0.655273438,0.33,675,0.009427439,69.3315657,48.54153061
layers.19.self_attn.o_proj.weight,"[4096, 4096]",0.67578125,-0.6015625,-1.01E-06,5.363221169,0.545913756,3339.99955,2704,0.66015625,0.33,675,0.009573651,71.07928946,49.28179932
layers.19.mlp.gate_proj.weight,"[11008, 4096]",0.349609375,-0.38671875,-5.57E-05,12.63218307,1.174550891,6961.143781,3260,0.795898438,0.33,985,0.010618314,68.36157647,89.66345978
layers.19.mlp.up_proj.weight,"[11008, 4096]",0.486328125,-0.5703125,-4.97E-06,5.917182922,1.151105881,6664.558442,3286,0.802246094,0.33,985,0.010386189,70.58096892,87.57158661
layers.19.mlp.down_proj.weight,"[4096, 11008]",0.68359375,-0.96875,-1.79E-06,5.590488434,1.154981971,6640.780422,3308,0.807617188,0.33,985,0.010418631,71.4631356,87.85061646
layers.20.self_attn.q_proj.weight,"[4096, 4096]",0.8828125,-1.0546875,2.49E-06,13.33085918,0.61683023,4042.302236,2509,0.612548828,0.33,675,0.010542997,60.28602648,55.38184738
layers.20.self_attn.k_proj.weight,"[4096, 4096]",0.328125,-0.328125,2.49E-06,14.21616077,0.628287911,4113.87806,2515,0.614013672,0.33,675,0.010773217,60.8300884,56.54642105
layers.20.self_attn.v_proj.weight,"[4096, 4096]",0.126953125,-0.163085938,-3.92E-06,2.747546673,0.553751349,3411.715383,2692,0.657226563,0.33,675,0.009730375,70.29232045,50.09041977
layers.20.self_attn.o_proj.weight,"[4096, 4096]",0.57421875,-0.578125,-4.53E-07,6.583787918,0.565759182,3430.651702,2725,0.665283203,0.33,675,0.009926056,72.26882483,51.02173996
layers.20.mlp.gate_proj.weight,"[11008, 4096]",0.287109375,-0.322265625,-3.70E-05,12.73950672,1.178910375,6991.635854,3259,0.795654297,0.33,985,0.010658664,68.13294358,89.96568298
layers.20.mlp.up_proj.weight,"[11008, 4096]",0.30859375,-0.318359375,-4.95E-08,6.109983444,1.145205498,6649.605749,3282,0.801269531,0.33,985,0.010342932,70.30706307,87.18721771
layers.20.mlp.down_proj.weight,"[4096, 11008]",1.109375,-0.55078125,-3.39E-07,5.163437366,1.173786521,6668.846589,3314,0.809082031,0.33,985,0.010551595,72.37480189,88.91831207
layers.21.self_attn.q_proj.weight,"[4096, 4096]",0.94140625,-0.71484375,-6.46E-07,12.78244114,0.615481973,3996.272171,2524,0.616210938,0.33,675,0.010541367,61.72242132,55.44295502
layers.21.self_attn.k_proj.weight,"[4096, 4096]",0.375,-0.310546875,2.18E-07,13.34149647,0.622874558,4048.969227,2527,0.616943359,0.33,675,0.010729995,62.47146658,56.4187851
layers.21.self_attn.v_proj.weight,"[4096, 4096]",0.1796875,-0.172851563,-2.00E-06,3.213428497,0.566461682,3500.306373,2686,0.655761719,0.33,675,0.009910006,69.47704894,51.07260513
layers.21.self_attn.o_proj.weight,"[4096, 4096]",0.5390625,-0.55078125,-1.23E-06,5.629275322,0.584333003,3525.183847,2740,0.668945313,0.33,675,0.010222505,72.7139711,52.51658249
layers.21.mlp.gate_proj.weight,"[11008, 4096]",0.28515625,-0.296875,-3.87E-05,12.13671398,1.189233422,7048.609345,3261,0.796142578,0.33,985,0.010752392,68.22843067,90.72638702
layers.21.mlp.up_proj.weight,"[11008, 4096]",0.201171875,-0.233398438,-1.36E-06,5.696828842,1.141685009,6639.908224,3282,0.801269531,0.33,985,0.010329863,70.32034808,87.04732513
layers.21.mlp.down_proj.weight,"[4096, 11008]",0.734375,-0.7109375,1.55E-06,4.881747723,1.169891477,6662.37858,3310,0.808105469,0.33,985,0.01053313,72.22892365,88.73994446
layers.22.self_attn.q_proj.weight,"[4096, 4096]",0.875,-0.5859375,1.59E-06,12.96452236,0.643904388,4128.570206,2533,0.618408203,0.33,675,0.011000907,62.76670499,57.95524216
layers.22.self_attn.k_proj.weight,"[4096, 4096]",0.287109375,-0.31640625,-4.98E-06,13.39008045,0.654584944,4194.993241,2541,0.620361328,0.33,675,0.011243521,63.63949628,59.15298843
layers.22.self_attn.v_proj.weight,"[4096, 4096]",0.102539063,-0.154296875,-2.16E-06,2.724560261,0.579169035,3546.553774,2708,0.661132813,0.33,675,0.010137502,70.874877,52.17110825
layers.22.self_attn.o_proj.weight,"[4096, 4096]",0.7734375,-0.7421875,2.62E-06,7.594939709,0.585550189,3527.312103,2741,0.669189453,0.33,675,0.010215507,72.78486204,52.49984741
layers.22.mlp.gate_proj.weight,"[11008, 4096]",0.37109375,-0.34375,-1.79E-05,11.91812229,1.196506619,7090.616359,3265,0.797119141,0.33,985,0.010820072,68.21270075,91.27828979
layers.22.mlp.up_proj.weight,"[11008, 4096]",0.275390625,-0.177734375,-9.57E-07,5.323743343,1.140476704,6635.57172,3284,0.801757813,0.33,985,0.010317441,70.26391714,86.9211731
layers.22.mlp.down_proj.weight,"[4096, 11008]",0.33203125,-0.388671875,-2.12E-06,5.277320862,1.167321444,6661.387973,3305,0.806884766,0.33,985,0.010536483,72.20740222,88.7561264
layers.23.self_attn.q_proj.weight,"[4096, 4096]",0.69140625,-0.81640625,6.81E-06,12.50559998,0.672806442,4216.972122,2581,0.630126953,0.33,675,0.011521377,65.89672881,60.42992783
layers.23.self_attn.k_proj.weight,"[4096, 4096]",0.3125,-0.2890625,-5.08E-06,12.87934685,0.676569939,4247.785108,2584,0.630859375,0.33,675,0.011621522,66.16664952,60.88381577
layers.23.self_attn.v_proj.weight,"[4096, 4096]",0.13671875,-0.153320313,3.32E-06,3.020344496,0.605008423,3711.177483,2708,0.661132813,0.33,675,0.010603761,70.82094484,54.57919312
layers.23.self_attn.o_proj.weight,"[4096, 4096]",0.484375,-0.484375,3.43E-06,5.503468513,0.610818923,3700.373518,2734,0.667480469,0.33,675,0.010680681,72.21753924,54.89051056
layers.23.mlp.gate_proj.weight,"[11008, 4096]",0.416015625,-0.361328125,-1.39E-05,10.91364002,1.203674197,7114.988102,3272,0.798828125,0.33,985,0.010892037,68.61030649,91.88058472
layers.23.mlp.up_proj.weight,"[11008, 4096]",0.225585938,-0.296875,8.05E-07,4.903337955,1.150612116,6683.163163,3290,0.803222656,0.33,985,0.010418057,70.59280123,87.75511169
layers.23.mlp.down_proj.weight,"[4096, 11008]",1.3125,-0.60546875,3.89E-06,5.86552,1.162617803,6682.055113,3299,0.805419922,0.33,985,0.01051749,71.65534706,88.59975433
layers.24.self_attn.q_proj.weight,"[4096, 4096]",1.03125,-0.59765625,2.46E-06,12.38664532,0.598343968,3906.38727,2496,0.609375,0.33,675,0.010259887,61.20467847,54.28749084
layers.24.self_attn.k_proj.weight,"[4096, 4096]",0.296875,-0.330078125,9.86E-06,13.1726799,0.605706096,3945.788922,2508,0.612304688,0.33,675,0.010415125,62.12451796,55.03120422
layers.24.self_attn.v_proj.weight,"[4096, 4096]",0.184570313,-0.110351563,2.03E-06,3.218632221,0.59360683,3657.590317,2701,0.659423828,0.33,675,0.010367253,69.80085435,53.40787125
layers.24.self_attn.o_proj.weight,"[4096, 4096]",0.65234375,-0.73046875,-2.04E-06,6.672455788,0.607077897,3659.501655,2742,0.669433594,0.33,675,0.010605111,72.78305759,54.50894165
layers.24.mlp.gate_proj.weight,"[11008, 4096]",0.306640625,-0.34765625,-1.45E-05,10.87312889,1.21305263,7148.595634,3276,0.799804688,0.33,985,0.010969708,68.94686378,92.53636169
layers.24.mlp.up_proj.weight,"[11008, 4096]",0.198242188,-0.197265625,5.90E-06,4.689720154,1.159557223,6714.639534,3294,0.804199219,0.33,985,0.010491497,70.86852699,88.3591156
layers.24.mlp.down_proj.weight,"[4096, 11008]",0.7265625,-0.6640625,1.77E-08,5.610479832,1.157761216,6690.815633,3294,0.804199219,0.33,985,0.010486609,71.17802587,88.3323288
layers.25.self_attn.q_proj.weight,"[4096, 4096]",0.58203125,-0.64453125,1.09E-06,11.85754013,0.647203088,4105.490893,2577,0.629150391,0.33,675,0.011149524,65.22375144,58.38092041
layers.25.self_attn.k_proj.weight,"[4096, 4096]",0.365234375,-0.283203125,6.85E-06,12.29486561,0.657100797,4150.303739,2590,0.632324219,0.33,675,0.011368916,66.39921748,59.42485428
layers.25.self_attn.v_proj.weight,"[4096, 4096]",0.125976563,-0.125976563,3.67E-06,3.1827209,0.625781834,3822.585908,2713,0.662353516,0.33,675,0.010938662,70.97083822,56.29870605
layers.25.self_attn.o_proj.weight,"[4096, 4096]",0.65234375,-0.439453125,-2.11E-07,4.821978092,0.619654179,3779.919245,2721,0.664306641,0.33,675,0.010856722,71.39072354,55.82193375
layers.25.mlp.gate_proj.weight,"[11008, 4096]",0.455078125,-0.5546875,-1.84E-05,10.78770733,1.223145843,7183.075314,3282,0.801269531,0.33,985,0.011061913,69.44729545,93.32196808
layers.25.mlp.up_proj.weight,"[11008, 4096]",0.251953125,-0.239257813,-2.26E-06,4.954108238,1.170481324,6756.541602,3299,0.805419922,0.33,985,0.010583552,71.18504092,89.13854218
layers.25.mlp.down_proj.weight,"[4096, 11008]",0.322265625,-1.03125,5.12E-06,5.314708233,1.152351499,6697.752171,3290,0.803222656,0.33,985,0.010430147,70.46028731,87.86615753
layers.26.self_attn.q_proj.weight,"[4096, 4096]",0.6875,-0.86328125,2.91E-06,12.87901878,0.611252904,3930.403517,2530,0.617675781,0.33,675,0.010422947,62.18855998,54.85804367
layers.26.self_attn.k_proj.weight,"[4096, 4096]",0.35546875,-0.345703125,8.66E-06,13.28798866,0.622958004,3992.687655,2545,0.621337891,0.33,675,0.010692867,63.50617551,56.19087601
layers.26.self_attn.v_proj.weight,"[4096, 4096]",0.196289063,-0.178710938,-1.51E-06,3.640874386,0.626805186,3854.054563,2702,0.659667969,0.33,675,0.010915317,69.94019277,56.26410675
layers.26.self_attn.o_proj.weight,"[4096, 4096]",0.62890625,-0.6875,2.56E-06,6.850986004,0.633827031,3865.09087,2723,0.664794922,0.33,675,0.011080991,71.76236471,57.02241898
layers.26.mlp.gate_proj.weight,"[11008, 4096]",0.30078125,-0.408203125,-1.90E-05,11.18066692,1.230348706,7215.750999,3287,0.802490234,0.33,985,0.011134231,69.82571269,93.94252014
layers.26.mlp.up_proj.weight,"[11008, 4096]",0.2578125,-0.3671875,2.14E-06,5.858986855,1.178964019,6790.470712,3306,0.807128906,0.33,985,0.010655085,71.41904273,89.73579407
layers.26.mlp.down_proj.weight,"[4096, 11008]",0.578125,-0.396484375,1.19E-07,5.007257938,1.152816057,6712.192936,3292,0.803710938,0.33,985,0.010430515,70.25568027,87.87306213
layers.27.self_attn.q_proj.weight,"[4096, 4096]",0.70703125,-0.79296875,9.12E-07,13.17096329,0.679852664,4265.452103,2631,0.642333984,0.33,675,0.011787759,66.85086159,61.24104309
layers.27.self_attn.k_proj.weight,"[4096, 4096]",0.2890625,-0.28125,4.12E-06,14.03940868,0.694299817,4333.202264,2642,0.645019531,0.33,675,0.012067309,67.81249774,62.63896179
layers.27.self_attn.v_proj.weight,"[4096, 4096]",0.1328125,-0.120117188,5.26E-06,3.323970079,0.646795452,3919.617805,2728,0.666015625,0.33,675,0.011309249,72.12621336,58.18652725
layers.27.self_attn.o_proj.weight,"[4096, 4096]",0.6328125,-0.5625,-6.77E-06,5.648350716,0.641589701,3900.302432,2727,0.665771484,0.33,675,0.011210632,71.67303353,57.6205368
layers.27.mlp.gate_proj.weight,"[11008, 4096]",0.298828125,-0.6328125,-1.41E-05,11.54013824,1.238623023,7237.701594,3294,0.804199219,0.33,985,0.011196929,70.27740218,94.50133514
layers.27.mlp.up_proj.weight,"[11008, 4096]",0.225585938,-0.345703125,-2.90E-06,6.998183727,1.188101172,6831.394918,3312,0.80859375,0.33,985,0.010729301,71.56999503,90.37184143
layers.27.mlp.down_proj.weight,"[4096, 11008]",0.50390625,-0.76171875,4.99E-06,5.161794186,1.154017329,6737.123919,3294,0.804199219,0.33,985,0.010439346,69.9751423,87.96245575
layers.28.self_attn.q_proj.weight,"[4096, 4096]",0.62890625,-0.76953125,2.06E-06,12.76785946,0.644669414,4080.956727,2592,0.6328125,0.33,675,0.011110811,65.24635483,58.0197258
layers.28.self_attn.k_proj.weight,"[4096, 4096]",0.322265625,-0.369140625,-9.98E-06,13.52104282,0.662949622,4166.02084,2607,0.636474609,0.33,675,0.0114577,66.50977297,59.74888611
layers.28.self_attn.v_proj.weight,"[4096, 4096]",0.166992188,-0.163085938,-1.08E-06,3.691907644,0.664301574,4034.867995,2723,0.664794922,0.33,675,0.01161101,71.95130439,59.76094055
layers.28.self_attn.o_proj.weight,"[4096, 4096]",0.390625,-0.78125,1.56E-06,6.082360268,0.652261019,3992.597477,2713,0.662353516,0.33,675,0.011413134,71.01453164,58.75554276
layers.28.mlp.gate_proj.weight,"[11008, 4096]",0.287109375,-0.3984375,-2.06E-07,11.48188782,1.23175478,7204.330281,3298,0.805175781,0.33,985,0.011136087,70.32094458,94.00157166
layers.28.mlp.up_proj.weight,"[11008, 4096]",0.279296875,-0.376953125,-2.81E-06,9.042811394,1.197113514,6891.03816,3315,0.809326172,0.33,985,0.010801119,71.37835978,91.00577545
layers.28.mlp.down_proj.weight,"[4096, 11008]",0.56640625,-1,-1.19E-06,4.942698956,1.175469637,6816.256233,3306,0.807128906,0.33,985,0.010622533,70.81807569,89.52657318
layers.29.self_attn.q_proj.weight,"[4096, 4096]",0.81640625,-0.7421875,2.47E-06,13.2834959,0.595421314,3849.868441,2548,0.622070313,0.33,675,0.010213397,62.0321071,53.49679947
layers.29.self_attn.k_proj.weight,"[4096, 4096]",0.328125,-0.3671875,-3.24E-06,14.18039894,0.608428776,3921.876529,2561,0.625244141,0.33,675,0.010496289,63.27269761,54.88690567
layers.29.self_attn.v_proj.weight,"[4096, 4096]",0.124023438,-0.130859375,2.33E-07,4.772663593,0.659232557,4030.251043,2711,0.661865234,0.33,675,0.011543338,71.13429639,59.4623642
layers.29.self_attn.o_proj.weight,"[4096, 4096]",0.6328125,-0.5859375,-8.72E-07,6.856410027,0.667652428,4056.856007,2722,0.664550781,0.33,675,0.011680558,71.74094445,60.08629608
layers.29.mlp.gate_proj.weight,"[11008, 4096]",0.46484375,-0.384765625,-1.29E-06,12.05681229,1.23339808,7219.138114,3300,0.805664063,0.33,985,0.011153065,70.42992825,94.20063782
layers.29.mlp.up_proj.weight,"[11008, 4096]",0.546875,-0.51171875,-4.70E-07,11.30586338,1.199037552,6932.488346,3314,0.809082031,0.33,985,0.010828705,71.00552173,91.27449036
layers.29.mlp.down_proj.weight,"[4096, 11008]",0.498046875,-0.984375,3.34E-06,4.425448418,1.18860054,6863.020235,3315,0.809326172,0.33,985,0.010730826,71.37987326,90.47311401
layers.30.self_attn.q_proj.weight,"[4096, 4096]",0.81640625,-0.75,-3.82E-06,13.09634399,0.6298002,3995.766438,2613,0.637939453,0.33,675,0.010890819,65.13969749,56.63161087
layers.30.self_attn.k_proj.weight,"[4096, 4096]",0.369140625,-0.34375,-5.79E-06,13.79963875,0.646424115,4084.419755,2622,0.640136719,0.33,675,0.011217614,66.08581067,58.25529099
layers.30.self_attn.v_proj.weight,"[4096, 4096]",0.5,-0.43359375,-4.94E-06,3.746246576,0.686939597,4160.283704,2731,0.666748047,0.33,675,0.012021242,72.31249785,61.83959961
layers.30.self_attn.o_proj.weight,"[4096, 4096]",0.625,-0.51953125,-8.55E-06,6.860249519,0.684491456,4165.120313,2728,0.666015625,0.33,675,0.011999116,71.93304173,61.69704437
layers.30.mlp.gate_proj.weight,"[11008, 4096]",0.7109375,-0.796875,-1.41E-07,19.72405052,1.247441292,7320.142289,3299,0.805419922,0.33,985,0.011273341,70.22090188,95.37654877
layers.30.mlp.up_proj.weight,"[11008, 4096]",0.7109375,-0.77734375,-2.60E-07,19.93757629,1.196455598,6960.061898,3311,0.808349609,0.33,985,0.010793874,70.224743,91.06911469
layers.30.mlp.down_proj.weight,"[4096, 11008]",1.046875,-1.3046875,-1.26E-06,4.523618698,1.184467912,6832.866323,3320,0.810546875,0.33,985,0.010687706,71.76434421,90.26748657
layers.31.self_attn.q_proj.weight,"[4096, 4096]",0.41796875,-0.66796875,2.96E-06,15.02593899,0.580200255,3807.425648,2539,0.619873047,0.33,675,0.009858951,58.29489398,51.3944931
layers.31.self_attn.k_proj.weight,"[4096, 4096]",0.404296875,-0.400390625,-9.34E-06,16.38412476,0.610311568,3987.078544,2545,0.621337891,0.33,675,0.0104111,59.79377661,54.29730225
layers.31.self_attn.v_proj.weight,"[4096, 4096]",0.3828125,-0.390625,-2.07E-06,4.009765625,0.611409068,3746.216802,2707,0.660888672,0.33,675,0.010662992,70.66268306,54.98145294
layers.31.self_attn.o_proj.weight,"[4096, 4096]",1.3125,-1.2734375,-8.43E-06,10.56890965,0.60537982,3726.950273,2687,0.656005859,0.33,675,0.01056662,70.17790992,54.58535004
layers.31.mlp.gate_proj.weight,"[11008, 4096]",0.30859375,-0.380859375,-7.20E-07,19.99747276,1.274738431,7570.213259,3289,0.802978516,0.33,985,0.011507818,68.20705748,97.68270111
layers.31.mlp.up_proj.weight,"[11008, 4096]",0.578125,-0.75390625,-5.61E-07,19.93992043,1.208500862,7150.461009,3300,0.805664063,0.33,985,0.010913067,68.12487057,92.28173065
layers.31.mlp.down_proj.weight,"[4096, 11008]",1.7734375,-1.40625,1.50E-06,7.831622601,1.153767586,6763.740855,3305,0.806884766,0.33,985,0.010402018,70.36746364,88.38995361
